trustLevel|totalScanTimeInSeconds|grandTotal|lineItemVoids|scansWithoutRegistration|quantityModifications|scannedLineItemsPerSecond|valuePerSecond|lineItemVoidsPerPosition|fraud
1|1672|54.3|6|0|3|0.0041866028708134|0.0324760765550239|0.857142857142857|0
4|1335|12.99|4|5|4|0.0059925093632958795|0.009730337078651691|0.5|0
4|1466|19.16|6|2|0|0.0190995907230559|0.0130695770804911|0.214285714285714|0
5|563|21.35|10|10|5|0.00177619893428064|0.0379218472468917|10.0|0
6|103|80.45|9|2|2|0.26213592233009697|0.7810679611650491|0.33333333333333304|0
3|375|91.15|6|4|2|0.064|0.243066666666667|0.25|0
3|1123|16.11|3|2|3|0.0178094390026714|0.0143455031166518|0.15|0
6|649|43.34|9|3|3|0.0138674884437596|0.0667796610169492|1.0|0
6|449|21.0|5|4|2|0.0022271714922049|0.0467706013363029|5.0|0
4|679|79.95|9|4|0|0.0191458026509573|0.11774668630338699|0.6923076923076921|0
5|1232|47.15|0|1|4|0.00162337662337662|0.0382711038961039|0.0|0
2|1588|58.63|9|2|0|0.0138539042821159|0.0369206549118388|0.409090909090909|0
1|358|34.74|7|6|4|0.00558659217877095|0.0970391061452514|3.5|0
6|1325|44.92|2|8|5|0.00981132075471698|0.0339018867924528|0.153846153846154|0
4|741|36.36|3|4|2|0.0323886639676113|0.0490688259109312|0.125|0
2|888|55.67|11|5|5|0.0168918918918919|0.0626914414414414|0.733333333333333|0
2|183|83.31|0|10|1|0.0601092896174863|0.45524590163934403|0.0|0
2|187|74.73|0|5|3|0.0160427807486631|0.399625668449198|0.0|0
6|1034|11.99|5|4|5|0.0222437137330754|0.0115957446808511|0.21739130434782603|0
3|751|68.27|7|1|3|0.033288948069241|0.0909054593874833|0.28|0
5|490|32.22|6|4|3|0.0551020408163265|0.0657551020408163|0.222222222222222|0
5|1035|40.73|4|0|0|0.00579710144927536|0.0393526570048309|0.666666666666667|0
5|508|57.9|2|7|0|0.0275590551181102|0.11397637795275599|0.14285714285714302|0
3|404|44.62|4|5|3|0.0297029702970297|0.110445544554455|0.33333333333333304|0
1|1047|42.31|10|4|0|0.005730659025787971|0.0404106972301815|1.6666666666666698|0
2|1817|9.95|10|7|3|0.0126582278481013|0.00547605943863511|0.43478260869565205|0
2|1576|60.52|5|7|2|0.00697969543147208|0.0384010152284264|0.45454545454545503|0
3|851|15.46|1|2|0|0.0188014101057579|0.0181668625146886|0.0625|0
5|110|19.72|1|7|4|0.11818181818181801|0.179272727272727|0.0769230769230769|0
1|471|43.78|4|3|0|0.0488322717622081|0.0929511677282378|0.17391304347826098|0
4|1821|91.48|7|10|4|0.00878638110928062|0.0502361339923119|0.4375|0
3|1236|80.09|3|9|3|0.0105177993527508|0.0647977346278317|0.23076923076923103|0
1|578|27.34|10|6|1|0.0519031141868512|0.0473010380622837|0.33333333333333304|1
5|1238|45.82|6|0|4|0.00565428109854604|0.0370113085621971|0.857142857142857|0
5|1676|78.04|9|2|5|0.00178997613365155|0.046563245823389006|3.0|0
1|511|48.61|11|0|2|0.00978473581213307|0.0951272015655577|2.2|0
1|1280|15.53|5|2|5|0.0046875|0.0121328125|0.833333333333333|0
5|937|70.88|4|1|3|0.0064034151547492|0.0756456776947705|0.666666666666667|0
6|1434|17.25|0|8|0|0.0160390516039052|0.0120292887029289|0.0|0
5|337|9.35|3|7|3|0.0474777448071217|0.0277448071216617|0.1875|0
4|83|35.33|10|8|4|0.168674698795181|0.42566265060241|0.7142857142857142|0
5|926|27.93|9|9|5|0.019438444924406002|0.0301619870410367|0.5|0
5|1607|67.57|8|8|2|0.00497822028624767|0.0420472930927194|1.0|0
5|983|59.64|5|9|2|0.0213631739572737|0.0606714140386572|0.23809523809523803|0
5|754|6.84|0|8|5|0.0397877984084881|0.00907161803713528|0.0|0
4|854|81.62|7|0|5|0.0269320843091335|0.0955737704918033|0.304347826086957|0
6|1789|15.16|3|10|4|0.009502515371716041|0.00847400782560089|0.17647058823529396|0
1|1742|52.47|7|4|4|0.0103329506314581|0.0301205510907003|0.38888888888888895|0
3|1504|98.66|7|4|0|0.0152925531914894|0.0655984042553191|0.304347826086957|0
4|1722|28.98|2|8|0|0.0104529616724739|0.0168292682926829|0.111111111111111|0
6|917|41.98|4|3|5|0.007633587786259541|0.0457797164667394|0.5714285714285711|0
1|739|32.23|5|1|3|0.0284167794316644|0.0436129905277402|0.23809523809523803|0
2|1803|14.37|11|0|5|0.0155296727676095|0.00797004991680532|0.3928571428571429|1
6|715|14.0|11|6|0|0.013986013986014|0.0195804195804196|1.1|0
2|860|54.66|5|7|2|0.00813953488372093|0.0635581395348837|0.7142857142857142|0
5|1313|10.43|0|8|5|0.00609291698400609|0.00794364051789794|0.0|0
4|1076|92.56|5|5|4|0.00650557620817844|0.0860223048327138|0.7142857142857142|0
3|1170|19.81|4|10|2|0.0256410256410256|0.0169316239316239|0.133333333333333|0
6|1206|91.77|3|4|0|0.0024875621890547302|0.0760945273631841|1.0|0
5|827|40.5|3|3|4|0.0241837968561064|0.0489721886336155|0.15|0
2|786|30.36|10|3|3|0.0089058524173028|0.0386259541984733|1.42857142857143|0
2|328|2.51|9|9|4|0.0762195121951219|0.00765243902439024|0.36|0
1|383|37.25|2|10|2|0.0704960835509138|0.0972584856396867|0.0740740740740741|1
5|580|66.02|9|3|1|0.00862068965517241|0.113827586206897|1.8|0
4|29|84.08|1|0|4|0.7241379310344829|2.89931034482759|0.0476190476190476|0
6|401|71.24|2|7|3|0.0349127182044888|0.17765586034912698|0.14285714285714302|0
1|350|14.49|9|8|2|0.0457142857142857|0.0414|0.5625|0
1|1512|75.0|11|6|1|0.0158730158730159|0.0496031746031746|0.4583333333333329|1
3|1231|29.2|8|10|3|0.0129975629569456|0.0237205523964257|0.5|0
6|1659|52.53|2|1|4|0.0126582278481013|0.0316636528028933|0.0952380952380952|0
2|880|51.25|0|10|3|0.0170454545454545|0.0582386363636364|0.0|0
2|237|98.15|10|4|2|0.0590717299578059|0.414135021097046|0.7142857142857142|0
6|814|41.64|6|3|4|0.00737100737100737|0.0511547911547912|1.0|0
4|810|93.76|2|4|2|0.0308641975308642|0.115753086419753|0.08|0
6|1593|59.82|5|6|2|0.0112994350282486|0.0375517890772128|0.277777777777778|0
3|663|81.29|10|2|1|0.0346907993966818|0.122609351432881|0.43478260869565205|0
3|1771|33.98|11|5|0|0.0107284020327499|0.0191869000564653|0.578947368421053|0
4|1161|58.48|4|0|1|0.0103359173126615|0.0503703703703704|0.33333333333333304|0
4|1413|33.23|6|5|0|0.0176928520877565|0.023517338995046|0.24|0
6|280|62.9|3|5|4|0.0928571428571429|0.22464285714285698|0.115384615384615|0
5|1666|79.5|4|5|0|0.00240096038415366|0.047719087635054|1.0|0
1|400|22.96|2|6|0|0.0475|0.0574|0.10526315789473699|0
1|421|6.8|9|9|2|0.0665083135391924|0.0161520190023753|0.32142857142857106|1
1|1211|0.8|10|4|0|0.0181668042939719|0.0006606110652353429|0.45454545454545503|1
1|1666|25.6|5|5|3|0.00600240096038415|0.0153661464585834|0.5|0
2|933|22.62|7|1|3|0.0182207931404073|0.0242443729903537|0.411764705882353|0
5|95|15.24|8|7|2|0.0210526315789474|0.160421052631579|4.0|0
4|1570|55.17|5|8|1|0.0159235668789809|0.035140127388535|0.2|0
1|1265|14.8|5|4|2|0.0063241106719367605|0.011699604743083|0.625|0
3|774|41.22|4|1|5|0.0129198966408269|0.0532558139534884|0.4|0
3|140|96.15|7|4|0|0.0642857142857143|0.686785714285714|0.7777777777777779|0
5|874|33.7|2|10|5|0.028604118993134996|0.038558352402746|0.08|0
2|1135|43.08|11|2|3|0.0114537444933921|0.0379559471365639|0.8461538461538459|0
3|828|68.01|7|1|4|0.0265700483091787|0.0821376811594203|0.31818181818181795|0
6|1746|87.99|0|2|5|0.011454753722795|0.0503951890034364|0.0|0
1|1325|38.1|10|7|1|0.0181132075471698|0.0287547169811321|0.4166666666666671|1
3|1397|34.51|7|9|2|0.008589835361488909|0.0247029348604152|0.583333333333333|0
5|871|83.86|9|9|4|0.0172215843857635|0.0962801377726751|0.6|0
2|522|6.78|4|3|4|0.0325670498084291|0.0129885057471264|0.23529411764705901|0
5|1559|61.66|7|5|2|0.0038486209108402796|0.0395509942270686|1.16666666666667|0
2|932|34.86|1|8|4|0.00429184549356223|0.0374034334763948|0.25|0
3|239|2.16|0|7|0|0.0878661087866109|0.00903765690376569|0.0|0
1|164|51.79|4|9|5|0.0426829268292683|0.315792682926829|0.5714285714285711|0
3|1329|57.14|5|7|1|0.0203160270880361|0.0429947328818661|0.185185185185185|0
1|808|11.71|10|4|2|0.0148514851485149|0.0144925742574257|0.833333333333333|0
4|657|97.54|6|5|0|0.0273972602739726|0.148462709284627|0.33333333333333304|0
3|1708|97.51|8|5|0|0.015807962529273998|0.0570901639344262|0.296296296296296|0
1|614|71.57|6|8|2|0.0472312703583062|0.116563517915309|0.206896551724138|1
5|1408|66.63|4|0|1|0.0205965909090909|0.0473224431818182|0.137931034482759|0
2|607|78.51|11|1|5|0.014827018121911001|0.129341021416804|1.22222222222222|0
4|423|16.55|3|5|5|0.0449172576832151|0.0391252955082742|0.157894736842105|0
1|546|23.92|11|2|1|0.032967032967032996|0.0438095238095238|0.6111111111111109|0
3|566|40.21|8|0|5|0.0265017667844523|0.0710424028268551|0.5333333333333329|0
2|939|42.53|8|1|5|0.00638977635782748|0.0452928647497338|1.33333333333333|0
5|1054|54.7|7|0|3|0.0275142314990512|0.0518975332068311|0.24137931034482799|0
2|431|12.24|10|5|0|0.0533642691415313|0.0283990719257541|0.43478260869565205|0
6|1457|87.56|5|2|3|0.0123541523678792|0.0600960878517502|0.277777777777778|0
5|1815|61.81|9|3|2|0.0137741046831956|0.0340550964187328|0.36|0
5|764|91.5|11|2|2|0.0274869109947644|0.119764397905759|0.523809523809524|0
5|132|42.07|1|5|5|0.15151515151515196|0.318712121212121|0.05|0
3|440|49.34|3|5|5|0.0113636363636364|0.112136363636364|0.6|0
3|821|36.44|11|0|2|0.02557856272838|0.0443848964677223|0.523809523809524|0
3|933|30.73|1|9|5|0.00857449088960343|0.0329367631296892|0.125|0
2|677|1.76|6|5|0|0.0162481536189069|0.00259970457902511|0.545454545454545|0
3|1327|66.84|10|1|2|0.012810851544838001|0.0503692539562924|0.588235294117647|0
2|772|73.41|7|7|1|0.0246113989637306|0.0950906735751295|0.368421052631579|0
3|261|86.46|9|5|4|0.11494252873563199|0.331264367816092|0.3|0
1|1820|3.41|10|10|1|0.0148351648351648|0.0018736263736263698|0.37037037037037|1
1|913|95.01|8|0|0|0.0306681270536692|0.104063526834611|0.28571428571428603|1
2|1300|99.59|0|9|1|0.0223076923076923|0.0766076923076923|0.0|1
3|1223|81.14|5|5|4|0.000817661488143908|0.0663450531479967|5.0|0
4|352|21.69|10|7|0|0.0198863636363636|0.0616193181818182|1.42857142857143|0
3|791|66.37|2|1|5|0.0214917825537295|0.0839064475347661|0.11764705882352902|0
1|1362|89.74|8|6|5|0.0022026431718061698|0.0658883994126285|2.6666666666666696|0
5|1184|88.05|6|8|5|0.0143581081081081|0.0743665540540541|0.3529411764705879|0
4|1280|21.81|3|3|3|0.0203125|0.0170390625|0.115384615384615|0
5|1468|97.89|11|0|5|0.00204359673024523|0.0666825613079019|3.6666666666666696|0
1|198|49.24|1|1|4|0.0303030303030303|0.24868686868686898|0.166666666666667|0
2|1433|64.76|4|9|1|0.0139567341242149|0.045191905094208|0.2|0
4|1225|88.95|11|9|5|0.00326530612244898|0.0726122448979592|2.75|0
5|1561|91.75|7|6|2|0.0121716848174247|0.0587764253683536|0.368421052631579|0
2|911|92.23|1|3|4|0.0197585071350165|0.10124039517014301|0.0555555555555556|0
4|160|89.67|8|5|2|0.00625|0.5604375|8.0|0
1|1691|90.31|6|5|1|0.0124186871673566|0.0534062684801892|0.28571428571428603|1
1|500|5.88|4|1|0|0.002|0.01176|4.0|0
5|1719|94.59|1|6|3|0.00814426992437464|0.0550261780104712|0.0714285714285714|0
2|119|57.6|7|1|5|0.0672268907563025|0.48403361344537804|0.875|0
2|567|94.25|9|3|2|0.0299823633156966|0.166225749559083|0.529411764705882|0
4|479|29.84|4|1|3|0.00208768267223382|0.0622964509394572|4.0|0
3|1736|79.36|2|9|5|0.0046082949308755795|0.0457142857142857|0.25|0
6|962|65.44|7|0|2|0.0280665280665281|0.068024948024948|0.25925925925925897|0
6|1577|80.95|7|4|2|0.00380469245402663|0.0513316423589093|1.16666666666667|0
1|1155|2.24|2|0|2|0.00519480519480519|0.0019393939393939398|0.33333333333333304|0
4|1320|77.93|4|6|1|0.0174242424242424|0.0590378787878788|0.17391304347826098|0
1|866|44.22|3|9|5|0.0184757505773672|0.0510623556581986|0.1875|0
4|617|90.73|0|0|5|0.00162074554294976|0.14705024311183099|0.0|0
5|1122|7.37|5|5|5|0.0124777183600713|0.00656862745098039|0.3571428571428571|0
3|1639|45.02|9|4|5|0.00854179377669311|0.0274679682733374|0.6428571428571429|0
2|1829|40.38|4|8|1|0.0038272279934390397|0.0220776380535812|0.5714285714285711|0
2|1464|58.21|8|3|0|0.0177595628415301|0.0397609289617486|0.307692307692308|0
6|1803|86.5|0|7|5|0.0055463117027176895|0.047975596228508|0.0|0
3|1370|63.26|4|6|5|0.0131386861313869|0.0461751824817518|0.222222222222222|0
3|1496|85.06|7|9|2|0.0020053475935828896|0.0568582887700535|2.3333333333333304|0
3|876|42.68|9|0|2|0.0125570776255708|0.0487214611872146|0.818181818181818|0
3|1588|5.97|11|7|2|0.0119647355163728|0.00375944584382872|0.578947368421053|0
6|1624|29.71|5|2|3|0.0123152709359606|0.0182943349753695|0.25|0
2|1755|8.32|2|0|4|0.00512820512820513|0.00474074074074074|0.222222222222222|0
3|1369|25.08|8|10|2|0.0197224251278305|0.0183199415631848|0.296296296296296|0
1|300|64.64|7|6|1|0.06|0.21546666666666697|0.38888888888888895|0
3|868|61.36|6|2|3|0.0276497695852535|0.0706912442396313|0.25|0
3|992|93.94|9|6|3|0.0110887096774194|0.0946975806451613|0.818181818181818|0
3|592|64.42|8|3|5|0.0219594594594595|0.10881756756756801|0.615384615384615|0
5|550|76.36|11|1|3|0.0363636363636364|0.138836363636364|0.55|0
3|1421|10.78|5|8|4|0.0091484869809993|0.007586206896551721|0.384615384615385|0
2|571|33.67|6|10|4|0.0490367775831874|0.0589667250437828|0.214285714285714|1
5|276|98.07|11|2|1|0.101449275362319|0.355326086956522|0.3928571428571429|0
2|504|6.14|6|6|2|0.0555555555555556|0.0121825396825397|0.214285714285714|0
1|581|58.38|4|1|1|0.0275387263339071|0.100481927710843|0.25|0
3|1486|16.84|0|10|3|0.0100942126514132|0.0113324360699865|0.0|0
3|1315|81.66|8|0|3|0.0015209125475285198|0.0620988593155894|4.0|0
3|916|21.73|4|0|2|0.0131004366812227|0.0237227074235808|0.33333333333333304|0
4|581|87.17|1|3|1|0.0327022375215146|0.15003442340791698|0.0526315789473684|0
4|1669|9.51|11|0|5|0.0131815458358298|0.0056980227681246295|0.5|0
2|1746|75.13|1|1|5|0.0160366552119129|0.0430297823596793|0.0357142857142857|0
3|1536|33.57|11|2|2|0.015625|0.02185546875|0.4583333333333329|0
2|550|81.73|0|10|0|0.0545454545454545|0.1486|0.0|0
6|318|39.67|6|9|5|0.0283018867924528|0.12474842767295599|0.666666666666667|0
4|934|98.54|0|5|2|0.00856531049250535|0.10550321199143499|0.0|0
2|1099|6.87|5|9|3|0.00818926296633303|0.00625113739763421|0.555555555555556|0
4|1411|49.25|2|8|4|0.00283486888731396|0.0349043231750532|0.5|0
1|1812|36.14|10|1|2|0.0044150110375275895|0.0199448123620309|1.25|0
5|142|53.7|4|1|4|0.028169014084507005|0.378169014084507|1.0|0
3|557|65.74|11|2|3|0.0359066427289048|0.11802513464990999|0.55|0
6|671|0.7|4|5|3|0.029806259314456|0.00104321907600596|0.2|0
2|542|22.4|0|1|5|0.0036900369003690005|0.0413284132841328|0.0|0
5|1553|61.11|0|9|3|0.0128783000643915|0.0393496458467482|0.0|0
3|603|96.11|10|7|0|0.0149253731343284|0.1593864013267|1.11111111111111|0
1|1308|74.42|6|5|3|0.00535168195718654|0.0568960244648318|0.857142857142857|0
1|1545|60.97|4|10|1|0.0103559870550162|0.039462783171521|0.25|0
2|157|5.35|11|4|2|0.0700636942675159|0.0340764331210191|1.0|0
3|440|77.6|4|2|3|0.0431818181818182|0.17636363636363603|0.21052631578947398|0
3|1190|59.76|6|5|4|0.0210084033613445|0.050218487394957996|0.24|0
4|1785|65.03|4|3|4|0.007843137254901959|0.0364313725490196|0.28571428571428603|0
5|1442|92.56|10|0|2|0.0187239944521498|0.0641886269070735|0.37037037037037|0
1|1428|82.07|9|3|1|0.00140056022408964|0.0574719887955182|4.5|0
2|931|68.85|1|9|0|0.0268528464017186|0.073952738990333|0.04|0
4|988|70.36|7|10|1|0.0101214574898785|0.0712145748987854|0.7|0
5|598|13.13|11|3|2|0.00501672240802676|0.0219565217391304|3.6666666666666696|0
3|1059|36.28|0|6|4|0.0018885741265344698|0.0342587346553352|0.0|0
1|181|25.95|1|7|1|0.00552486187845304|0.14337016574585598|1.0|0
5|834|80.64|0|10|3|0.0155875299760192|0.0966906474820144|0.0|0
3|685|43.75|2|10|4|0.00437956204379562|0.0638686131386861|0.666666666666667|0
1|886|97.49|4|9|0|0.0056433408577878106|0.11003386004514698|0.8|0
1|1509|4.08|10|9|3|0.0132538104705103|0.0027037773359841|0.5|1
4|445|46.42|6|10|3|0.0449438202247191|0.10431460674157302|0.3|0
6|285|76.75|11|7|3|0.0491228070175439|0.26929824561403504|0.7857142857142858|0
5|497|17.85|1|6|2|0.00603621730382294|0.0359154929577465|0.33333333333333304|0
3|1171|90.98|8|1|0|0.013663535439795|0.0776942783945346|0.5|0
4|1814|52.98|3|7|4|0.0071664829106946|0.0292061742006615|0.23076923076923103|0
2|735|29.79|4|7|2|0.0380952380952381|0.040530612244898|0.14285714285714302|0
2|1379|99.76|1|4|5|0.0101522842639594|0.0723422770123278|0.0714285714285714|0
2|1793|6.71|5|7|0|0.015058561070831|0.00374233128834356|0.185185185185185|0
3|946|43.23|6|5|0|0.0306553911205074|0.0456976744186047|0.206896551724138|0
4|1423|87.2|4|8|5|0.0154602951510892|0.0612789880534083|0.18181818181818202|0
6|389|75.87|9|2|1|0.012853470437018|0.195038560411311|1.8|0
2|541|90.34|6|3|4|0.0166358595194085|0.16698706099815197|0.666666666666667|0
2|335|24.87|2|2|2|0.017910447761194|0.0742388059701493|0.33333333333333304|0
2|1706|27.13|4|9|3|0.0023446658851113697|0.0159026963657679|1.0|0
3|1642|6.25|7|8|2|0.0048721071863581|0.0038063337393422704|0.875|0
3|833|75.35|3|9|1|0.00960384153661465|0.0904561824729892|0.375|0
1|68|38.57|10|2|3|0.323529411764706|0.567205882352941|0.45454545454545503|0
5|1701|88.92|2|8|1|0.00881834215167548|0.0522751322751323|0.133333333333333|0
2|618|30.94|6|8|3|0.0161812297734628|0.0500647249190939|0.6|0
1|1236|67.97|7|4|2|0.0113268608414239|0.0549919093851133|0.5|0
5|664|87.01|7|2|1|0.0180722891566265|0.131039156626506|0.583333333333333|0
2|1294|89.66|8|3|3|0.0170015455950541|0.0692890262751159|0.36363636363636404|0
1|357|85.61|10|9|1|0.0644257703081232|0.23980392156862698|0.43478260869565205|0
6|355|1.22|0|6|2|0.028169014084507005|0.00343661971830986|0.0|0
1|1207|28.32|9|10|3|0.00911350455675228|0.0234631317315659|0.818181818181818|0
2|1221|52.94|10|5|3|0.00163800163800164|0.0433579033579034|5.0|0
2|1663|63.73|5|6|4|0.00300661455201443|0.0383223090799759|1.0|0
6|163|57.22|0|0|5|0.0674846625766871|0.351042944785276|0.0|0
3|1152|91.91|10|8|5|0.00173611111111111|0.0797829861111111|5.0|0
3|565|30.39|2|3|4|0.0230088495575221|0.053787610619469|0.153846153846154|0
1|825|42.09|6|5|5|0.0327272727272727|0.0510181818181818|0.222222222222222|1
5|400|62.54|2|9|1|0.0625|0.15635|0.08|0
1|994|81.79|9|4|0|0.0160965794768612|0.0822837022132797|0.5625|0
2|319|61.79|5|2|3|0.0188087774294671|0.19369905956112898|0.833333333333333|0
5|1122|1.79|6|5|1|0.0160427807486631|0.0015953654188948301|0.33333333333333304|0
4|347|56.91|8|2|4|0.0461095100864553|0.16400576368876096|0.5|0
3|1488|31.77|4|9|2|0.0201612903225806|0.0213508064516129|0.133333333333333|0
6|100|52.55|7|0|1|0.29|0.5255|0.24137931034482799|0
3|1162|90.67|0|2|0|0.0223752151462995|0.0780292598967298|0.0|0
1|987|62.15|10|8|5|0.0121580547112462|0.06296859169199599|0.833333333333333|0
4|676|61.02|6|2|2|0.0118343195266272|0.0902662721893491|0.75|0
6|985|39.84|3|7|5|0.0131979695431472|0.0404467005076142|0.23076923076923103|0
3|859|84.15|7|4|2|0.00582072176949942|0.0979627473806752|1.4|0
2|176|36.53|5|3|2|0.0625|0.20755681818181798|0.45454545454545503|0
2|1672|25.19|6|4|1|0.0119617224880383|0.0150657894736842|0.3|0
6|1564|86.82|8|6|4|0.0179028132992327|0.0555115089514067|0.28571428571428603|0
5|635|52.23|9|0|5|0.0456692913385827|0.082251968503937|0.31034482758620696|0
2|209|82.32|8|10|4|0.07655502392344501|0.393875598086124|0.5|0
5|1228|85.93|11|0|1|0.0162866449511401|0.0699755700325733|0.55|0
1|898|2.64|9|3|5|0.0334075723830735|0.00293986636971047|0.3|1
4|1692|70.17|3|9|3|0.0106382978723404|0.0414716312056738|0.166666666666667|0
5|992|84.02|7|4|1|0.0141129032258065|0.0846975806451613|0.5|0
1|473|15.14|11|1|0|0.0549682875264271|0.0320084566596195|0.42307692307692296|1
6|762|59.93|5|0|4|0.00918635170603675|0.0786482939632546|0.7142857142857142|0
6|573|44.11|11|3|3|0.043630017452007|0.0769808027923211|0.44|0
4|1692|61.1|6|5|4|0.0112293144208038|0.0361111111111111|0.315789473684211|0
2|1714|83.56|11|2|5|0.0163360560093349|0.0487514585764294|0.3928571428571429|1
3|1569|74.73|9|2|2|0.0140216698534098|0.0476290630975143|0.409090909090909|0
1|1595|11.61|7|8|0|0.00250783699059561|0.00727899686520376|1.75|0
1|481|92.12|5|4|3|0.0103950103950104|0.191517671517672|1.0|0
1|1809|64.74|1|8|1|0.0127142067440575|0.035787728026533995|0.0434782608695652|1
2|1607|7.72|4|10|4|0.0074673304293715|0.004803982576229|0.33333333333333304|0
2|1194|89.82|10|7|3|0.0201005025125628|0.0752261306532663|0.4166666666666671|0
3|1353|17.55|6|1|5|0.0118255728011826|0.0129711751662971|0.375|0
2|959|11.63|6|10|0|0.0260688216892596|0.0121272158498436|0.24|0
5|1555|33.38|8|2|2|0.00128617363344051|0.0214662379421222|4.0|0
5|1273|19.48|1|2|3|0.0196386488609584|0.0153024351924588|0.04|0
5|1533|84.73|4|2|4|0.0104370515329419|0.0552707110241357|0.25|0
3|1229|58.32|6|10|5|0.0227827502034174|0.04745321399511799|0.214285714285714|0
1|637|39.52|10|1|0|0.0204081632653061|0.0620408163265306|0.7692307692307689|0
4|1284|22.83|1|3|4|0.0233644859813084|0.0177803738317757|0.0333333333333333|0
1|1749|71.1|1|2|1|0.00686106346483705|0.0406518010291595|0.0833333333333333|0
4|517|39.77|7|5|1|0.0367504835589942|0.0769245647969052|0.368421052631579|0
6|1339|61.49|7|6|1|0.0141896938013443|0.0459223300970874|0.368421052631579|0
1|2|34.07|5|9|4|0.5|17.035|5.0|0
4|620|99.63|0|7|2|0.0032258064516129|0.16069354838709698|0.0|0
6|1635|98.26|0|10|4|0.00244648318042813|0.0600978593272171|0.0|0
4|1140|38.03|2|2|3|0.0166666666666667|0.033359649122807|0.10526315789473699|0
3|467|41.03|4|10|2|0.0256959314775161|0.0878586723768737|0.33333333333333304|0
6|861|97.36|6|9|5|0.009291521486643441|0.11307781649245098|0.75|0
5|1123|58.9|8|9|1|0.0213713268032057|0.0524487978628673|0.33333333333333304|0
6|683|35.22|11|5|5|0.0102489019033675|0.0515666178623719|1.57142857142857|0
1|467|87.58|0|8|2|0.0578158458244111|0.18753747323340503|0.0|1
4|810|80.02|4|5|4|0.0308641975308642|0.0987901234567901|0.16|0
5|1267|14.58|6|0|2|0.0165745856353591|0.011507498026835|0.28571428571428603|0
3|470|47.97|11|5|1|0.0574468085106383|0.10206382978723401|0.407407407407407|0
4|1826|79.52|9|8|2|0.0109529025191676|0.0435487404162103|0.45|0
1|764|37.46|4|8|0|0.0209424083769634|0.0490314136125654|0.25|0
3|752|23.9|2|8|0|0.00398936170212766|0.031781914893617|0.666666666666667|0
3|515|51.33|8|0|3|0.0330097087378641|0.0996699029126214|0.47058823529411803|0
1|1251|18.15|2|6|3|0.0055955235811350895|0.0145083932853717|0.28571428571428603|0
1|321|43.28|11|7|5|0.0903426791277259|0.134828660436137|0.37931034482758597|1
6|1668|73.58|1|5|3|0.012589928057553998|0.0441127098321343|0.0476190476190476|0
1|300|57.97|1|9|1|0.09|0.19323333333333303|0.037037037037037|1
5|1455|90.53|10|1|4|0.0199312714776632|0.0622199312714777|0.34482758620689696|0
2|674|99.3|8|7|3|0.00890207715133531|0.14732937685459901|1.33333333333333|0
5|102|14.49|0|2|3|0.166666666666667|0.142058823529412|0.0|0
1|1399|47.76|3|2|2|0.0121515368120086|0.0341386704789135|0.17647058823529396|0
2|1803|7.51|6|2|0|0.00610094287298946|0.00416528008874099|0.545454545454545|0
3|1636|8.6|6|3|1|0.007334963325183371|0.00525672371638142|0.5|0
2|1530|8.91|4|3|3|0.0130718954248366|0.00582352941176471|0.2|0
3|452|39.55|0|7|3|0.0530973451327434|0.0875|0.0|0
6|1586|90.12|8|2|0|0.0182849936948298|0.0568221941992434|0.27586206896551696|0
4|452|44.59|7|9|3|0.0508849557522124|0.0986504424778761|0.304347826086957|0
4|1519|90.38|8|5|2|0.00789993416721527|0.0594996708360764|0.666666666666667|0
2|1397|62.59|7|9|4|0.0178954903364352|0.0448031496062992|0.28|1
1|46|21.96|11|4|1|0.5217391304347829|0.477391304347826|0.4583333333333329|0
1|612|31.64|0|7|4|0.0130718954248366|0.0516993464052288|0.0|0
1|1319|37.1|7|7|0|0.0144048521607278|0.0281273692191054|0.368421052631579|0
4|975|24.49|6|2|0|0.00205128205128205|0.0251179487179487|3.0|0
3|616|38.62|1|2|2|0.0438311688311688|0.0626948051948052|0.037037037037037|0
2|245|55.29|0|10|2|0.0530612244897959|0.225673469387755|0.0|0
1|631|94.61|6|5|3|0.0190174326465927|0.149936608557845|0.5|0
6|1223|16.79|1|4|3|0.000817661488143908|0.0137285363859362|1.0|0
6|1420|5.34|11|2|2|0.0161971830985915|0.00376056338028169|0.4782608695652171|0
3|1331|52.7|6|6|2|0.0180315552216379|0.0395942900075131|0.25|0
1|1717|26.33|2|4|4|0.0046592894583576|0.0153348864298195|0.25|0
2|1108|77.25|10|10|0|0.0207581227436823|0.0697202166064982|0.43478260869565205|0
4|1787|35.51|2|6|5|0.00335758254057079|0.0198712926692781|0.33333333333333304|0
5|1778|66.21|7|10|0|0.0050618672665916796|0.0372384701912261|0.7777777777777779|0
3|410|53.61|1|7|5|0.0414634146341463|0.130756097560976|0.0588235294117647|0
4|581|92.87|5|9|2|0.00516351118760757|0.159845094664372|1.6666666666666698|0
6|931|16.24|5|5|4|0.0247046186895811|0.0174436090225564|0.21739130434782603|0
2|315|33.18|2|7|4|0.0507936507936508|0.105333333333333|0.125|0
2|569|32.98|4|4|0|0.0492091388400703|0.0579613356766257|0.14285714285714302|0
2|1071|86.49|11|4|3|0.0186741363211951|0.0807563025210084|0.55|0
3|738|7.61|7|7|3|0.032520325203252|0.0103116531165312|0.29166666666666696|0
